n, cycles
32, 10404488 
32, 10621654 
32, 10334030 
32, 10318416 
32, 10300510 
32, 10553234 
32, 10270536 
32, 10277738 
32, 10602966 
32, 10276520 
32, 10416384 
32, 10367380 
32, 10522262 
32, 10288198 
32, 10332560 
32, 10527800 
32, 10346798 
32, 10305220 
32, 10320166 
32, 10721892 
32, 10338114 
32, 10300578 
32, 10483418 
32, 10303252 
32, 10409464 
32, 10321166 
32, 10689526 
32, 10284108 
32, 10254022 
32, 10578934 
64, 39025452 
64, 38728662 
64, 39059962 
64, 38863478 
64, 38809838 
64, 38800182 
64, 39017326 
64, 39049370 
64, 38747370 
64, 38626398 
64, 38836248 
64, 38939688 
64, 38739954 
64, 38799572 
64, 39051750 
64, 38785154 
64, 38967398 
64, 38923336 
64, 38987528 
64, 38770598 
64, 38808188 
64, 39145638 
64, 39036796 
64, 38967000 
64, 38752108 
64, 38875848 
64, 38811134 
64, 38983678 
64, 38718360 
64, 38875184 
128, 161577750 
128, 160885418 
128, 160765082 
128, 161245524 
128, 161752002 
128, 160697178 
128, 161227400 
128, 161163850 
128, 161611720 
128, 161094548 
128, 160934428 
128, 160838636 
128, 162375778 
128, 161012910 
128, 161747224 
128, 161259820 
128, 162374638 
128, 160894728 
128, 161604198 
128, 161097028 
128, 162305966 
128, 161553526 
128, 161587554 
128, 160814886 
128, 161625064 
128, 161293890 
128, 161741144 
128, 161502320 
128, 162068384 
128, 160966264 
256, 770148246 
256, 777796636 
256, 770224172 
256, 777930762 
256, 771645654 
256, 778534214 
256, 770748822 
256, 778694640 
256, 769339720 
256, 778331082 
256, 773337452 
256, 777453428 
256, 772974284 
256, 779702060 
256, 772271290 
256, 780436166 
256, 771357106 
256, 778962558 
256, 770589374 
256, 777583250 
256, 771698260 
256, 778255192 
256, 770395094 
256, 777831036 
256, 770260290 
256, 778211762 
256, 771455712 
256, 777096424 
256, 772167608 
256, 778491136 
512, 5616201570 
512, 5651703432 
512, 5670269216 
1024, 39863344706 
1024, 40014024790 
1024, 40131005058 
2048, 326513101572 
2048, 325369129238 
2048, 327590035920 
